Country Name,Country Code,Series Name,Series Code,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020
Monaco,MCO,"Population, total",SP.POP.TOTL,28511,29232,29859,31001,31836,32148,33499,34860,36459,38070
Monaco,MCO,Population growth (annual %),SP.POP.GROW,1.484073738,0.260327612,0.773269049,0.874754493,0.889736111,0.975251541,1.065388286,0.968530573,1.197519967,0.915658239
Monaco,MCO,Land area (sq. km),AG.LND.TOTL.K2,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2098734600,3204461567,1317611864,1345719472,1057408589,1136896124,1992066808,5623216449,12292770631,11181350461
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.933419453,5.107972312,-9.256465705,2.235093844,3.07036901,1.146062137,10.62540596,8.900367946,12.31981985,1.489784485
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1121.664763,1533.448708,587.3032317,580.9100918,444.9945833,474.2170943,797.9777263,2136.562402,4351.888461,3658.3903
Mongolia,MNG,"Population, total",SP.POP.TOTL,1871089,2089709,2243495,2316571,2376228,2397417,2496394,2631899,2824698,3056358
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,2.591973658,2.733965083,1.146599977,0.804149796,0.869044195,0.887755129,1.112926502,1.457433181,1.942526347,1.913419217
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1557255.4
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,984297589.4,2073234418,4545674528,4087725813,4374128319
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,-9.400001407,3.100000184,4.426052958,7.222752592,-2.723790771,2.949280321
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,1627.072633,3380.165121,7367.751909,6586.721279,7028.936577
Montenegro,MNE,"Population, total",SP.POP.TOTL,600884,607413,608516,611003,606001,604950,613353,616969,620601,622303
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,1.067109566,-0.120274095,0.232144827,-0.115971437,-0.419325616,-0.027974019,0.177216476,0.177475867,0.084147408,0.023142531
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,14824728528,25705296184,33711069431,43161452678,41632027600,38857251336,59626020162,92507257784,98266306615,1.03E+11
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.418386321,11.87523598,-2.097738761,12.37287628,1.081332562,1.912872981,4.797018362,5.923277686,3.009961262,1.05985639
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,668.385423,1066.330652,1299.421278,1561.129611,1447.969193,1334.943464,1952.902534,2890.360715,2912.658275,2896.722196
Morocco,MAR,"Population, total",SP.POP.TOTL,22002641,23903592,25711410,27383472,28455504,28793672,30115196,31536807,33241898,35126274
Morocco,MAR,Population growth (annual %),SP.POP.GROW,2.333804769,1.927526741,1.769663302,1.431555412,1.220031747,1.18140367,1.109602877,1.190234661,1.393575462,1.325902165
Morocco,MAR,Land area (sq. km),AG.LND.TOTL.K2,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,2639953231,3856799844,5976408044,5656473652,7631120533,12556195189,16350804543,11936999283
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.49999988,8.199995179,-6.124715451,11.2025196,11.69852372,1.180300789,7.916407836,7.317755324,7.258439253,3.824214319
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,191.2178344,241.6473879,346.5754492,319.3596208,383.2702219,563.6496343,657.6446765,428.9266729
Mozambique,MOZ,"Population, total",SP.POP.TOTL,12636120,12758003,13805999,15960445,17244176,17711925,19910549,22276596,24862673,27829930
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,1.566054001,-0.221966932,3.523394656,3.035293557,2.526580218,2.676367826,2.953464901,2.745465575,2.753163164,2.872081035
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1354699245,1392547743,2216073328,5759624742,5643818689,6849321646,9390855298,23013015832,58318677645,60291738935
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.66772854,-7.603960499,4.488335846,6.686900342,8.478034119,12.41819164,13.69528734,11.07426765,6.485754004,10.50778078
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,36.37603624,34.73930543,52.26380214,129.5689382,122.2106391,146.6045788,193.3687658,460.9088892,1134.302224,1136.610665
Myanmar,MMR,"Population, total",SP.POP.TOTL,37241530,40085653,42401686,44452203,46181075,46719698,48564489,49929642,51413703,53045199
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,2.033684899,1.714227344,1.213640722,1.246380171,1.241634325,1.159579233,0.859414673,0.61910701,0.826319491,0.68947413
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,653540,653540,653540,653540,653540,653540,653420,653310,653150,653080
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1951229618,2495059627,3429538534,3989208662,3868541599,3922247990,6609198833,8607475308,13042007432,10721994677
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.236891524,0.813148943,7.189342523,3.191324301,3.369278424,3.492183364,12.2695481,2.649812038,5.06168207,0.03379445
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1678.791909,1866.798071,2260.810359,2398.257439,2193.223615,2185.604115,3464.418226,4212.367197,5942.29274,4546.986688
Namibia,NAM,"Population, total",SP.POP.TOTL,1162282,1336545,1516951,1663378,1763861,1794583,1907737,2043382,2194777,2358044
Namibia,NAM,Population growth (annual %),SP.POP.GROW,2.673154488,3.793251817,2.70963844,2.158051983,1.843910739,1.726752668,1.511786586,1.820639351,1.75020985,1.846553978
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,96927201.48,99723394.96
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,22.22222222,11.36363636,3.571428571
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,9562.667866,9521.042101
Nauru,NRU,"Population, total",SP.POP.TOTL,8331,9058,10030,10677,10449,10335,9906,9880,10136,10474
Nauru,NRU,Population growth (annual %),SP.POP.GROW,2.037174852,2.119905338,2.667363633,0.478806717,-1.122965741,-1.097008692,-0.844395849,0.344723042,0.663204609,0.959331993
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,20,20,20,20,20,20,20,20,20,20
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2581207388,3487009748,3401211581,4521580381,5033642384,5494252208,7273938315,12545438605,21703106502,24524098184
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.681130015,7.696808711,4.106406612,5.328284175,4.412573271,6.199999988,4.682603245,6.104639142,4.438493505,0.433113719
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,156.6505397,193.499648,170.5866512,204.6857552,214.1067032,229.4903926,286.1576726,470.455459,804.1416073,899.523581
Nepal,NPL,"Population, total",SP.POP.TOTL,16477488,18020755,19938322,22090352,23509971,23941099,25419337,26666581,26989160,27263430
Nepal,NPL,Population growth (annual %),SP.POP.GROW,2.313711878,2.227973231,2.70867683,2.355593655,1.941726935,1.817197648,1.340438073,1.070696221,-0.192706459,0.91527549
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,143000,143000,143000,143000,143000,143350,143350,143350,143350,143350
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1.44E+11,2.62E+11,3.63E+11,4.50E+11,4.47E+11,4.16E+11,6.57E+11,9.48E+11,8.39E+11,7.84E+11
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.061679182,3.441218861,1.706070897,3.498742121,5.034048152,4.195642498,1.984945714,2.170324851,-1.030353991,2.191713719
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,9977.160217,17744.50138,23904.03742,29006.80945,28263.09671,26149.41108,40362.39478,57644.47997,50073.00566,46007.85292
Netherlands,NLD,"Population, total",SP.POP.TOTL,14424211,14760094,15184166,15530498,15812088,15925513,16281779,16445593,16754962,17030314
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.39693319,0.646096228,0.756056593,0.461395748,0.665493187,0.714770363,0.347475412,0.389292461,0.370055035,0.53217888
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,33760,33760,33760,33760,33760,33760,33760,33760,33720,33670
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,796066192.9,2072775508,2923883290,3606968436,3647802046,3420032042,5895008985,9067619729,9659151909,8724568971
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.799999233,34.60000065,0.519994838,0.449879084,0.900172519,2.100108827,..,..,..,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,5249.364938,12665.90595,16261.95524,18257.21506,17435.74544,16039.16917,25770.53108,37353.7373,37294.02281,32391.19722
New Caledonia,NCL,"Population, total",SP.POP.TOTL,151650,163650,179799,197564,209214,213230,228750,242750,259000,269350
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,1.964438067,1.943605838,2.498715148,1.915332709,1.89876221,1.901374378,1.521461098,1.452307684,1.811679043,0.241613351
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,21665975319,45176811594,41649829860,70140835299,58762260626,52623281957,1.04E+11,1.33E+11,1.76E+11,1.89E+11
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.793177383,-0.354165686,1.09440183,3.616896776,5.450897796,2.905022988,4.028139435,-1.115041324,2.24064087,3.730079893
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,6713.760131,13759.15563,11793.13924,18794.43604,15322.22383,13641.10272,25420.23488,31252.96256,39973.38076,40080.49411
New Zealand,NZL,"Population, total",SP.POP.TOTL,3227100,3283400,3531700,3732000,3835100,3857700,4087500,4259800,4408100,4714100
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,0.865186525,0.274482468,1.041735384,1.582661927,0.525484536,0.587564086,1.486219082,0.848701402,0.548220797,2.2460321
New Zealand,NZL,Land area (sq. km),AG.LND.TOTL.K2,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,3105517091,2630904262,1792800000,4308351903,4855717875,5107329007,5795568205,8496946608,10532006608,13286083645
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.566093913,-12.44982204,0.386346578,6.344268361,7.035970464,4.101590251,5.31217057,3.434744656,6.496026079,4.562954429
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,852.466606,658.4620614,410.7673844,908.6338479,972.8867935,1007.499839,1080.269119,1499.25762,1760.460308,2107.57406
Nicaragua,NIC,"Population, total",SP.POP.TOTL,3642978,3995529,4364514,4741571,4991041,5069310,5364930,5667436,5982530,6303970
Nicaragua,NIC,Population growth (annual %),SP.POP.GROW,2.593528731,2.172250296,2.246226429,1.903151369,1.623981842,1.556020843,1.366535154,1.374571698,1.337692998,1.288988634
Nicaragua,NIC,Land area (sq. km),AG.LND.TOTL.K2,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1461243212,2280356338,3386232592,2405687081,2537790023,2241753120,3760443966,7297600897,9426913349,10398862245
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-16.81983511,6.871150134,2.000752361,0.100530504,-0.219562519,-1.208477743,0.36380158,7.731414229,10.54894458,5.740893151
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,217.469236,302.0968122,395.2751628,244.813779,232.1873864,197.8326834,286.4900658,478.502559,529.7444581,500.2149113
Niger,NER,"Population, total",SP.POP.TOTL,6719310,7548429,8566773,9826600,10929922,11331561,13125914,15250913,17795209,20788789
Niger,NER,Population growth (annual %),SP.POP.GROW,2.878589959,2.950938656,3.299326901,3.48239291,3.578407544,3.608767553,3.709068833,3.778529478,3.898743038,3.859843092
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,73484359521,49648470440,47794925815,51075815093,59372613486,69448756933,1.36E+11,3.39E+11,4.56E+11,4.05E+11
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.115623218,7.334025488,4.631192947,4.195924045,0.584126895,5.015934757,9.250558228,6.764472778,4.230061175,-1.61686895
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,902.2158499,549.237433,477.1776238,461.5196196,497.8415739,567.9307221,1007.874342,2259.114059,2723.822191,2176.002772
Nigeria,NGA,"Population, total",SP.POP.TOTL,81448757,90395278,100161708,110668784,119260055,122283853,135320420,150269622,167228803,185960244
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.528880889,2.630958184,2.521575566,2.488904251,2.496346857,2.50385613,2.559658128,2.649867728,2.680929555,2.627675151
Nigeria,NGA,Land area (sq. km),AG.LND.TOTL.K2,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,..,..,2436849342,4642018354,3863621186,3772857145,5682788267,9909548411,9745251126,10672471861
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,-6.565198677,1.185103889,4.339027913,4.549135783,4.67408958,5.47200139,-0.456183224,2.848205194
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1225.373149,2333.327982,1915.393753,1861.898065,2795.899261,4841.251694,4728.308142,5149.589074
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1974413,1995508,1988659,1989441,2017142,2026350,2032544,2046898,2061044,2072490
North Macedonia,MKD,Population growth (annual %),SP.POP.GROW,0.432505265,0.161994686,-0.233302123,0.311224356,0.478003427,0.455448702,0.284333738,0.163258078,0.121614266,0.109300286
North Macedonia,MKD,Land area (sq. km),AG.LND.TOTL.K2,25430,25430,25430,25430,25430,25430,25430,25230,25220,25220
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,1210000000,939000000,746000000,1230000000
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,-3.077975376,-11.06976744,0.810810811,29.21212121
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,21139.06359,17191.1902,13736.97197,21891.18479
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,25496,40294,46473,47518,55633,57453,57240,54621,54306,56187
Northern Mariana Islands,MNP,Population growth (annual %),SP.POP.GROW,11.9598693,10.24308207,-0.405863015,3.525367749,4.850350492,3.219067188,-1.239663774,-1.081623131,0.540995974,0.728795895
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,..,..,460,460,460,460,460,460,460,460
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,62057955033,1.02E+11,1.31E+11,1.64E+11,1.62E+11,1.71E+11,2.65E+11,4.62E+11,5.10E+11,3.69E+11
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.052403165,-0.255347258,3.574395539,5.027947172,2.012863289,3.204979222,3.96941456,0.476345013,2.703109471,1.071558977
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,14989.48577,24207.28147,30523.98506,37321.9742,36371.05095,38131.46061,57603.83602,96944.09561,101524.1419,70460.56053
Norway,NOR,"Population, total",SP.POP.TOTL,4140099,4209488,4286401,4381336,4461913,4490967,4591910,4768212,5018573,5234519
Norway,NOR,Population growth (annual %),SP.POP.GROW,0.282202673,0.537922759,0.577180268,0.506881683,0.684759433,0.649044821,0.59093094,1.246333015,1.313440989,0.880969815
Norway,NOR,Land area (sq. km),AG.LND.TOTL.K2,365244,365244,365244,365244,365244,365244,365244,365244,365244,365145.73
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,8821366532,8386215865,12452275683,15277763329,15593456177,19507452536,24763712874,60905452536,87408842653,75128738622
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,16.71159399,5.964027641,8.413884164,3.04594021,0.331496035,6.55106665,1.292205511,8.200078184,8.863122256,5.046423946
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,6164.192659,4997.39045,6278.652491,6830.639424,6915.370973,8601.271944,10126.13774,22139.74071,24988.01259,16772.73921
Oman,OMN,"Population, total",SP.POP.TOTL,1431066,1678119,1983272,2236652,2254898,2267973,2445524,2750956,3498031,4479217
Oman,OMN,Population growth (annual %),SP.POP.GROW,5.013744531,3.532700685,4.61832072,1.458507759,0.134864181,0.578174192,2.45723593,3.468985169,7.320622297,4.845733772
Oman,OMN,Land area (sq. km),AG.LND.TOTL.K2,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,31151825467,38472742808,48884606848,63320122807,62973855719,82017743416,1.08E+11,1.70E+11,2.24E+11,2.79E+11
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.065205605,7.62527878,7.705897823,4.846581284,3.660132743,4.260088011,7.546860015,1.701405465,3.50703342,5.526735845
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,349.1820502,379.4545167,429.1469022,497.2161314,454.2761123,576.1955804,687.8364127,990.8466112,1198.117637,1368.426961
Pakistan,PAK,"Population, total",SP.POP.TOTL,89213708,101389603,113911126,127349293,138624625,142343583,156664698,171648984,187280125,203631356
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,3.33680865,3.109137704,2.788443651,2.845342336,2.765687388,2.647399315,2.305983677,2.263050049,2.126222177,2.086326177
Pakistan,PAK,Land area (sq. km),AG.LND.TOTL.K2,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,146297500,165186200,198283900,212397800,298300000
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,4.856009146,-5.781917893,1.672602595,-0.08336373
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,7657.951214,8317.113942,10598.88283,12044.10547,16835.986
Palau,PLW,"Population, total",SP.POP.TOTL,13190,14400,15859,17599,18773,19104,19861,18708,17635,17718
Palau,PLW,Population growth (annual %),SP.POP.GROW,2.673791736,1.956515549,2.664609263,2.53775451,1.957999188,1.747806987,0.247019509,-2.382133925,-0.638726983,0.299579118
Palau,PLW,Land area (sq. km),AG.LND.TOTL.K2,..,..,460,460,460,460,460,460,460,460
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,6183387100,5902783400,8042337700,9870494000,12130252200,12304115000,15013381700,25155888616,40429734384,57907695409
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.709473773,-13.37984378,8.201680334,4.079703206,3.917206589,2.715374155,7.522079658,9.855654653,9.778827513,4.953434937
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2849.053877,2492.144328,3122.087316,3529.852222,4082.614583,4060.317793,4592.152614,7154.274501,10722.26147,14343.98026
Panama,PAN,"Population, total",SP.POP.TOTL,2170330,2368556,2575949,2796291,2971197,3030333,3269356,3516204,3770635,4037073
Panama,PAN,Population growth (annual %),SP.POP.GROW,2.258475335,2.146401383,2.072376063,2.045751604,2.001557425,1.970761255,1.861621072,1.794427531,1.716105291,1.713425474
Panama,PAN,Land area (sq. km),AG.LND.TOTL.K2,74340,74340,74340,74340,74340,74340,74340,74340,74340,74120
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2552526263,3655979702,4377980510,5155311077,3477038204,3521339699,3927157867,11670840932,21295659244,20759069103
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.354726456,2.909240484,13.84908527,7.733695798,1.855553994,-2.494841993,2.721175741,-0.296457846,4.657119597,5.489573153
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,641.9915399,831.0329102,905.249168,970.0904769,608.2815307,602.1864903,618.0367032,1672.951024,2790.676303,2509.629637
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,3975950,4399320,4836216,5314258,5716166,5847590,6354247,6976200,7631003,8271766
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,2.66242674,2.456319755,2.315012179,2.422575611,2.3792908,2.273130962,2.081056209,2.433208371,2.103035959,2.002492135
Papua New Guinea,PNG,Land area (sq. km),AG.LND.TOTL.K2,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,4502462807,4255683528,7157424031,9788391781,8837070236,8855705140,9624440836,24616537618,33296438306,36089550659
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.816599447,5.915372066,1.696428011,1.573785132,-1.366079712,-2.314140568,4.057418364,6.49629212,-0.708043112,4.268025833
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1260.743798,1063.474754,1610.212247,2002.68346,1694.11121,1663.604939,1679.49512,4047.909791,5185.141549,5324.609068
Paraguay,PRY,"Population, total",SP.POP.TOTL,3571275,4001678,4445019,4887638,5216346,5323202,5730556,6081296,6421510,6777878
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,2.919093689,2.786126909,2.521294819,2.293033887,2.102054251,2.027784522,1.71734172,1.372006284,1.372434411,1.323766099
Paraguay,PRY,Land area (sq. km),AG.LND.TOTL.K2,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,17599660054,15439408447,35966302303,55252414130,50187324568,51744749133,66768703498,1.21E+11,1.93E+11,1.92E+11
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.608286538,-9.441273446,-0.540509125,2.798973079,1.494910643,2.694371398,4.958203206,9.126568301,6.139724706,3.953318715
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,910.9674658,729.8761993,1566.011279,2232.075816,1924.486419,1955.588006,2417.034363,4220.616378,6528.971775,6204.996457
Peru,PER,"Population, total",SP.POP.TOTL,19319746,21153462,22966822,24753825,26078295,26459944,27624226,28562321,29506790,30926036
Peru,PER,Population growth (annual %),SP.POP.GROW,2.350196545,2.209098291,1.954103803,1.853791145,1.624521714,1.452868313,0.916462048,0.80594339,0.825158485,1.483157205
Peru,PER,Land area (sq. km),AG.LND.TOTL.K2,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,35730202751,43152077817,60422309297,94648084429,85640133800,83669693589,95002028505,1.82E+11,2.62E+11,3.19E+11
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.039378201,6.696931106,0.417629065,5.860347872,3.346451184,4.382504834,6.569228513,4.344487305,6.896951711,7.14945675
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,676.3619165,733.9412969,929.2862822,1325.571064,1122.032017,1072.801752,1121.490006,1998.02692,2694.305109,3073.654686
Philippines,PHL,"Population, total",SP.POP.TOTL,52827047,58794999,65020124,71401743,76325927,77991757,84710544,90901967,97212639,103663812
Philippines,PHL,Population growth (annual %),SP.POP.GROW,2.72118096,2.638752764,2.436921695,2.291627698,2.190737424,2.159045764,1.97735239,1.65996399,1.704125789,1.507102557
Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,..,..,94337050693,1.60E+11,1.70E+11,1.72E+11,2.55E+11,5.34E+11,4.99E+11,4.73E+11
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,2.514978612,6.115385506,4.654825471,4.561025896,4.982825593,4.19996859,1.324896305,3.141725778
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,2459.020685,4147.465501,4398.081043,4501.454067,6681.386472,13996.02515,13097.27085,12447.43959
Poland,POL,"Population, total",SP.POP.TOTL,36904134,37824487,38363667,38624370,38660271,38258629,38182222,38125759,38063164,37970087
Poland,POL,Population growth (annual %),SP.POP.GROW,0.904590692,0.414457483,0.306681391,0.076074182,-0.008302753,-1.044335398,-0.058512735,0.01363738,-0.000239076,-0.042985131
Poland,POL,Land area (sq. km),AG.LND.TOTL.K2,306290,306290,306290,306290,306290,306290,306330,306300,306220,306190
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,25217969050,56347250696,1.08E+11,1.23E+11,1.27E+11,1.18E+11,1.89E+11,2.62E+11,2.16E+11,2.06E+11
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.879979089,7.489108289,1.089476408,3.504247069,3.90657744,3.816178063,1.788735682,0.319247925,-4.057293608,2.019485396
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2522.747476,5623.697,10810.56651,12185.0914,12471.07936,11497.75346,18031.00042,24847.54514,20564.88986,19978.40121
Portugal,PRT,"Population, total",SP.POP.TOTL,9996232,10019610,9952494,10063945,10217828,10289898,10483861,10558177,10514844,10325452
Portugal,PRT,Population growth (annual %),SP.POP.GROW,0.38455308,-0.103951995,-0.077749267,0.375996187,0.565630442,0.702859953,0.23912899,0.14419128,-0.405421788,-0.315459017
Portugal,PRT,Land area (sq. km),AG.LND.TOTL.K2,91500,91500,91500,91500,91500,91500,91500,91470,91590,91605.6
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,19162600000,26385800000,34630430000,45340835000,57841000000,61701800000,80322313000,93639300000,1.02E+11,1.04E+11
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.928686528,5.888372738,4.564051815,2.313707509,5.389699928,3.271964529,8.748676927,-1.84413425,0.02927511,-1.263002925
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,5730.117009,7595.444656,9659.3389,12173.16369,15220.99134,16192.12697,20988.99233,24898.33459,27944.73389,30627.1634
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3344190,3473898,3585176,3724655,3800081,3810605,3826878,3760866,3634488,3406672
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,0.993257484,0.92681889,0.645450037,1.121862669,0.500714523,0.276558689,0.020462636,-0.586677392,-1.209987934,-1.93497109
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,6704395824,6038187033,7646153984,9059340385,12393131868,17759890110,31734065934,1.15E+11,1.87E+11,1.52E+11
